,premise,hypothesis,label
402,Because he said all or most Mexicans are Rapist and likes to retweet white supremacist site memes. Says he wants to silence the media thats your first amendment in the bill of rights thats the thing you call the constitution.,A religion is preferred to another.,1
404,Dont like America as it is  racists  get the F out we dont need your bigot asses here,A religion or members of a religion are compared to devils or demons.,1
405,Dont like America as it is  racists  get the F out we dont need your bigot asses here,A religion or members of a religion are compared to devils or demons.,1
406,Dont like America as it is  racists  get the F out we dont need your bigot asses here,Members of a religion are not trustworthy or loyal.,1
409,settlers is a demeaning racist term. You Johnny are a white hating racist.,The integration of a religion should be avoided in a country or society.,1
410,settlers is a demeaning racist term. You Johnny are a white hating racist.,A religion promotes violence or intolerance.,1
411,Exactly.  Look at nursing which is a meritocracy in most countries yet there there is only 10 male in that profession.   Where are the feminists asking why there are not more men in nursing?,A religion or members of a religion are compared to devils or demons.,1
413,Exactly.  Look at nursing which is a meritocracy in most countries yet there there is only 10 male in that profession.   Where are the feminists asking why there are not more men in nursing?,A religion is preferred to another.,1
414,Exactly.  Look at nursing which is a meritocracy in most countries yet there there is only 10 male in that profession.   Where are the feminists asking why there are not more men in nursing?,The use of violence is encouraged or desired against a religion.,1
416,if someone comes at me with a hammer or screwdriver and I have a gun I will shoot them.  I dont care if they are black white red or have polka dots.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
417,if someone comes at me with a hammer or screwdriver and I have a gun I will shoot them.  I dont care if they are black white red or have polka dots.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
422,Hey look its more white folk that dont understand what its like to be black folk,A religion is inferior when compared to another religion.,1
423,Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
426,Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,Members of a religion are compared to animals.,1
427,Yes bullets work on black people too.,Religious attire or symbols should be prohibited.,1
428,Yes bullets work on black people too.,Members of a religion are a threat.,1
430,Yes bullets work on black people too.,Members of a religion are not trustworthy or loyal.,1
432,Hey Foo Bannon eats Jewish?  Great  But no Neo Nazi or Fascists friends please.  They kinda you know take over.,Members of a religion are a threat.,1
433,Hey Foo Bannon eats Jewish?  Great  But no Neo Nazi or Fascists friends please.  They kinda you know take over.,Members of a religion should be excluded and marginalized.,1
434,Hey Foo Bannon eats Jewish?  Great  But no Neo Nazi or Fascists friends please.  They kinda you know take over.,A religion or members of a religion are compared to devils or demons.,1
435,The face of evil ... Republicans pull the thumb on your horrible voting records.  The amount of Forever Wars of Choice debt and destruction to life on this planet is truly SICK.  You consider yourselves Christians??  Far from it ...,A religion should be discriminated against.,1
437,The face of evil ... Republicans pull the thumb on your horrible voting records.  The amount of Forever Wars of Choice debt and destruction to life on this planet is truly SICK.  You consider yourselves Christians??  Far from it ...,Religious practices of a particular faith should be restricted or banned in public spaces.,1
