premise,hypothesis,label
No he went after EVERYONE. IN. THE. CHURCH. That is the opposite of a specific target. And yes he was an atheist and yes he was psychotic.,A religion promotes violence or intolerance.,2
No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs not Muslims not Syrians not Israelis not Jews.,A religion promotes violence or intolerance.,2
No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs not Muslims not Syrians not Israelis not Jews.,Members of a religion should remain in their respective countries.,2
No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs not Muslims not Syrians not Israelis not Jews.,Members of a religion should be excluded and marginalized.,2
No they are murderers who call themselves Muslims and who target Muslims for slaughter more than anyone else.  Islam is the name of the religion.  The Daesh do not practice it.  Why do you say what you do not do?Quran,A religion promotes violence or intolerance.,2
No. I know LGBTs who have been chased out of the Church. It was made abundantly clear to these intrinsically disordered people that they are neither wanted not welcome in the Catholic Church.,A religion promotes violence or intolerance.,2
No. I know LGBTs who have been chased out of the Church. It was made abundantly clear to these intrinsically disordered people that they are neither wanted not welcome in the Catholic Church.,Members of a religion should remain in their respective countries.,2
Nothing to worry about mate.  Only 7 dead and 48 wounded.  Holy fn shiite.  Whats it going to take for the Euros to figure out the muslims want to kill them?,A religion promotes violence or intolerance.,2
Now Canadian voters can say Liberal party and its leader only protect Muslims who even have extreme views about the West  want to impose Islamic laws onto this country. It looks like Canada is moving toward an Islamic country where discrimination toward Hindu Buddish Jews Christians is acceptable.,A religion is preferred to another.,2
Now Canadian voters can say Liberal party and its leader only protect Muslims who even have extreme views about the West  want to impose Islamic laws onto this country. It looks like Canada is moving toward an Islamic country where discrimination toward Hindu Buddish Jews Christians is acceptable.,A religion should be discriminated against.,2
Obviously an act of terrorism but I guess that term is reserved only for Muslims. The hypocrisy is astounding.,A religion is preferred to another.,2
Oh good god when will this retarded minister and his ridiculous church go out of business??,A religion or members of a religion are stupid.,2
Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,A religion should be discriminated against.,2
Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,The use of violence is encouraged or desired against a religion.,2
Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,Members of a religion should be excluded and marginalized.,2
Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,The integration of a religion should be avoided in a country or society.,2
Organize like the LGBTs did? Are you serious? Thats your best example? How about organized groups like Republicans for Trump the KKK Westboro Baptist Church and Anchorage Baptist Temple? Those groups are the ones I fear because theyre hatedriven not gay people.,Members of a religion are a threat.,2
Organize like the LGBTs did? Are you serious? Thats your best example? How about organized groups like Republicans for Trump the KKK Westboro Baptist Church and Anchorage Baptist Temple? Those groups are the ones I fear because theyre hatedriven not gay people.,Members of a religion are not trustworthy or loyal.,2
