,comment_text,identity_attack_x,bias,target,category,rationale,predicted,labels
343,The worst human debris at Los Angeles downtown Ambulatory Clinic. All blacks.,0.8,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 10.7, 'neutral': 79.9, 'entailment': 9.4}"
344,...Another example of something that doesnt exist. An inauthentic Catholic.....  So good to heat that inauthentic Catholics are nonexistent ,0.5,bias,catholics,religion,prejudice against religions,['contradiction'],"{'contradiction': 91.0, 'neutral': 8.3, 'entailment': 0.7}"
345,He said this after he threw a serving glass at a titty bar at the bartender?  Nice  Hes too black oops dumb to know never burn a bridge especially in the NFL.  Its a business numb digger,0.563636364,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 3.3, 'neutral': 91.7, 'entailment': 5.0}"
346,Just another black man raping white women.    Ho hum.,0.948453608,bias,blacks,race,prejudice against blacks and towards whites,['neutral'],"{'contradiction': 13.1, 'neutral': 69.8, 'entailment': 17.1}"
347,yeah all those white people that died in the civil war. All those white people that died in WWII...I see your point ....white people are evil.,0.6875,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 5.8, 'neutral': 72.5, 'entailment': 21.7}"
348,Teaching American History: The Confederacy  URL OmOzrbPIHxIVYuCk6u4cZIAAAAAAAAGDURAxfrcvkvGMs1600Flag2Bof2BHatred1.jpg Our new government is founded upon exactly the opposite ideas its foundations are laid its cornerstone rests upon the great truth that the negro is not equal to the white man that slavery subordination to the superior race is his natural and normal condition.,0.6,bias,"whites,men","race,gender",prejudice against white men,['neutral'],"{'contradiction': 10.0, 'neutral': 59.9, 'entailment': 30.1}"
349,It sounds like she wants to get rid of the men from her establishments but cant  find  adequately trained women who will  do the work.  As is the norm  she will blame men rather than women for the situation.  Their gender victimized sufferings are endless and remains unchallenged.,0.5,bias,women,gender,prejudice against women,['neutral'],"{'contradiction': 5.7, 'neutral': 56.6, 'entailment': 37.7}"
350,Of course the NFL wins the lawsuit but NFL loses as this drags on in the media with black activist groups talking up the theoryconspiracy of collusion.  Black victimhood rolls on with the NFL on defense.,1,bias,blacks,race,prejudice towards blacks,['neutral'],"{'contradiction': 6.9, 'neutral': 66.7, 'entailment': 26.4}"
351,Nope. White men are pretty scary. Especially Christian ones. They reeeeally hate women as well as POC.,0.714285714,bias,"whites,christians","race,religion",prejudice against a race and religion,['neutral'],"{'contradiction': 0.8, 'neutral': 76.6, 'entailment': 22.5}"
352,Larry I dont think many Christians are truly Christ like.  I dont hate  Christians.  Another example:  Lynching parties in the South were made up of Christians ...we could say Christian extremists.  They joyfully and with pleasure hung blacks.  These were not Muslims.  And I know that the vast majority of Christians are caring and nonviolent.  But there are the radicalized of any group.  And Christians are not immune to that.,0.6,bias,"blacks,christians","race,religion",prejudice against christians,['neutral'],"{'contradiction': 4.0, 'neutral': 92.4, 'entailment': 3.6}"
353,So were supposed to tolerate radical muslims trying to kill us?,0.714285714,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 8.0, 'neutral': 70.2, 'entailment': 21.8}"
354,Trump apparently took so long to make a statement because he was trying to figure out how he can condemn what happened without offending the white supremacists who voted for him.  The statement he ended up making fell far short of the leadership we need.  Sad and pathetic,0.276923077,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 1.9, 'neutral': 94.0, 'entailment': 4.1}"
355,There are two pictures of a big dragon on the front of the wall.  The serpent is the devil.  The snake.  The dragon of darkness who sings till the morning light.  The Buddhists are sheeps in wolves clothing.,0.5,bias,buddhists,religion,prejudice against buddhists,['neutral'],"{'contradiction': 9.8, 'neutral': 76.0, 'entailment': 14.2}"
356,Ah I get it now.  You actually have no idea what the NRA does you just implied blacks are criminals and you think a responsible gun owner is the same thing as a criminal in Detroit.  Perhaps we should start with getting you educated on these topics first.  Then we can talk about my gun rights and why you think you know something about them.,0.7,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 1.2, 'neutral': 91.8, 'entailment': 7.0}"
357,The whole article is a rant against white people who dont recognize they are the scum of the earth and need to grovel in apology for it or else be labelled racists.,0.65,bias,whites,race,prejudice against whites,['entailment'],"{'contradiction': 1.5, 'neutral': 24.9, 'entailment': 73.6}"
358,i think it means a columnist whose sole purpose is complaining about how horrible white people are.,0.606060606,bias,whites,race,prejudice against whites,['entailment'],"{'contradiction': 0.9, 'neutral': 35.2, 'entailment': 63.8}"
359,Lets not forget Muslims who are hurt by Sunni Shia anger hatred intolerance and violence. Sunnis just killed 88 Muslim Sufis in Pakistan.,0.6,bias,muslims,religion,prejudice towards muslims,['neutral'],"{'contradiction': 1.1, 'neutral': 63.5, 'entailment': 35.4}"
360,The Russians cheat.  Heck they all cheat.  Lance Armstrong cheated but had a sympathetic media defending him with the most misplaced zeal since the charge of the Light Brigade until of course there was no way he could be defended.  Plenty of sanctimonious Canadian athletes cheat with drugs.  Its such a joke,0.289855073,bias,russians,race,prejudice against russians,['neutral'],"{'contradiction': 9.0, 'neutral': 87.1, 'entailment': 3.9}"
361,Rat meat and vermin are also eaten by white Americans living in the Appalachian region. Commissioner Stewart would never complain about the eating habits of white West Virginians who regularly consume rats raccoons and other animals and characterize the entire white race as vermin eating like he did with Asians here.,0.577464789,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 5.3, 'neutral': 80.3, 'entailment': 14.5}"
362,Yea because there werent many white supremacists there to do the beating and run people over.,0.7,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 5.0, 'neutral': 65.6, 'entailment': 29.4}"
363,went to school with that stupid faggot.. looks like he grew up to be exactly what he was in school a stupid faggot,0.806470941,bias,lgbtq,lgbtq,prejudice against lgbtq,['neutral'],"{'contradiction': 3.3, 'neutral': 95.2, 'entailment': 1.5}"
364,These tiny examples of Christian love ........ along with cemetaries filled with decaying corpses of self loathing homosexual hierarchs will eventually put an end to this Catholic hatred.,0.573529412,bias,homosexuals,lgbtq,prejudice against homosexuals,['entailment'],"{'contradiction': 4.0, 'neutral': 25.5, 'entailment': 70.5}"
365,This country was built on the backs of immigrants  by the free and unfree. Today immigrants freely coming to America to make a better life for themselves and their families are more important than ever for our countrys future.   Hands down Id hire and pay well a hardworking immigrant who speaks no English over a lazy white native who failed out of high school,0.8,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 13.7, 'neutral': 79.1, 'entailment': 7.2}"
366,Why not post the names of the adults? Mustve been another Christian hate group.,0.5,bias,christians,religion,prejudice against christians,['entailment'],"{'contradiction': 1.0, 'neutral': 29.3, 'entailment': 69.7}"
367,Most active shooters of late have been radical Muslim terrorists or Bernie supporters.,0.9,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 33.6, 'neutral': 58.5, 'entailment': 7.8}"
368,10 times more black people kill other black people then white cops kill black people. yet Colin Kapernick did not protest that  once regarding that. Not once. And no other NFL star did either. I guess he thinks its ok if Black people die as long as it depends on who is doing the killing.  doesnt that sound a little like a hypercrite. I also looked up because you wouldnt get this from the media. More white people get killed from police then black people. I was stunned when I looked that up. Yes as a percentage the numbers change but from the media you would think that only black people get killed by cops. The FBI stat I saw was 2100. white people killed and 1150 black people. Over a 5 year time frame. Again blacks make up less of the population  I get that  but its not like its 3 white people and 6000. black people killed by cops.,0.586666667,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 2.4, 'neutral': 96.3, 'entailment': 1.3}"
369,Sharia law FGM child brides murdering gays and apostates etc. have no place in my Canada.,0.8,bias,muslims,religion,prejudice against islam,['neutral'],"{'contradiction': 8.3, 'neutral': 60.9, 'entailment': 30.8}"
370,Promoting blacks in the HPD is brutalizing? How so? You against affirmative action for some reason?,0.6,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 12.6, 'neutral': 63.4, 'entailment': 24.1}"
371,What is homophobic?  Republicans have generally been against gays but seem to often be gay themselves.  Nothing wrong with being gay but there is when you advocate against them.,0.6,bias,gays,lgbtq,prejudice against gays,['entailment'],"{'contradiction': 3.7, 'neutral': 30.7, 'entailment': 65.6}"
372,Ive met lots of Protestants and Catholics and most of them dont act Christ like.  They act more like the devil.  They say they act like the devil because thats what Jesus did and what he would do.  Thats how he treated everyone like shit.  There mantra is betrayal betrayal and betrayal,0.513513514,bias,"protestants,catholics",religion,prejudice against protestants and catholics,['neutral'],"{'contradiction': 2.6, 'neutral': 90.4, 'entailment': 7.0}"
373,Except with Islam where women are treated like property and beat and stoned and whatever.,0.7,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 3.4, 'neutral': 79.2, 'entailment': 17.3}"
374,i was doing an interview with a lady when I was sucker punched from behind for being white bald and tattooed... thanx black lives matter real fucking heros NAGHT,0.5625,bias,"blacks,whites",race,prejudice against blacks and whites,['neutral'],"{'contradiction': 4.7, 'neutral': 63.1, 'entailment': 32.2}"
