,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
726,362,How on earth were white people not targeted? How is someone who wrote such a juvenile and immature post considered to be a warrior? I feel like I am taking crazy pills over here.,0.7,neutral,,none,,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 2.5, 'neutral': 16.0, 'entailment': 81.5}, {'contradiction': 20.0, 'neutral': 25.6, 'entailment': 54.4}, {'contradiction': 87.4, 'neutral': 9.7, 'entailment': 3.0}, {'contradiction': 2.8, 'neutral': 6.9, 'entailment': 90.3}, {'contradiction': 96.8, 'neutral': 3.0, 'entailment': 0.1}, {'contradiction': 63.2, 'neutral': 36.4, 'entailment': 0.3}, {'contradiction': 8.3, 'neutral': 30.1, 'entailment': 61.6}, {'contradiction': 65.9, 'neutral': 24.9, 'entailment': 9.2}, {'contradiction': 88.3, 'neutral': 4.6, 'entailment': 7.1}, {'contradiction': 66.4, 'neutral': 25.4, 'entailment': 8.1}, {'contradiction': 12.7, 'neutral': 79.7, 'entailment': 7.6}, {'contradiction': 84.8, 'neutral': 10.3, 'entailment': 4.9}, {'contradiction': 86.8, 'neutral': 12.0, 'entailment': 1.1}, {'contradiction': 74.2, 'neutral': 9.0, 'entailment': 16.8}, {'contradiction': 8.9, 'neutral': 22.2, 'entailment': 68.9}]"
727,363,Trump isnt black.  He is a fascist buffoon though.,0.281690141,neutral,,none,,"['entailment', 'entailment', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 1.2, 'neutral': 19.0, 'entailment': 79.9}, {'contradiction': 5.3, 'neutral': 45.1, 'entailment': 49.6}, {'contradiction': 41.8, 'neutral': 30.4, 'entailment': 27.8}, {'contradiction': 4.8, 'neutral': 50.0, 'entailment': 45.2}, {'contradiction': 44.6, 'neutral': 53.6, 'entailment': 1.8}, {'contradiction': 10.4, 'neutral': 88.7, 'entailment': 0.9}, {'contradiction': 1.3, 'neutral': 33.1, 'entailment': 65.6}, {'contradiction': 30.5, 'neutral': 34.9, 'entailment': 34.6}, {'contradiction': 45.6, 'neutral': 15.1, 'entailment': 39.2}, {'contradiction': 40.6, 'neutral': 42.2, 'entailment': 17.2}, {'contradiction': 3.5, 'neutral': 95.3, 'entailment': 1.2}, {'contradiction': 44.8, 'neutral': 40.5, 'entailment': 14.6}, {'contradiction': 49.1, 'neutral': 48.1, 'entailment': 2.9}, {'contradiction': 59.2, 'neutral': 16.1, 'entailment': 24.7}, {'contradiction': 9.7, 'neutral': 26.5, 'entailment': 63.8}]"
728,364,Silly.  Catholics who voted for Trump voted for America skin color irrelevant.,0.2625,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 22.7, 'neutral': 65.9, 'entailment': 11.4}, {'contradiction': 73.8, 'neutral': 23.9, 'entailment': 2.3}, {'contradiction': 93.3, 'neutral': 4.8, 'entailment': 1.9}, {'contradiction': 71.4, 'neutral': 27.1, 'entailment': 1.5}, {'contradiction': 74.5, 'neutral': 19.9, 'entailment': 5.6}, {'contradiction': 77.8, 'neutral': 21.2, 'entailment': 1.1}, {'contradiction': 52.1, 'neutral': 41.8, 'entailment': 6.1}, {'contradiction': 83.6, 'neutral': 13.5, 'entailment': 2.9}, {'contradiction': 81.8, 'neutral': 8.7, 'entailment': 9.5}, {'contradiction': 54.1, 'neutral': 27.7, 'entailment': 18.2}, {'contradiction': 46.3, 'neutral': 51.3, 'entailment': 2.4}, {'contradiction': 96.2, 'neutral': 2.5, 'entailment': 1.3}, {'contradiction': 62.0, 'neutral': 35.8, 'entailment': 2.2}, {'contradiction': 96.7, 'neutral': 2.4, 'entailment': 0.9}, {'contradiction': 63.8, 'neutral': 23.1, 'entailment': 13.0}]"
729,365,Unless youre gay or an infidel.  Right Richard?,0.533333333,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 18.0, 'neutral': 39.2, 'entailment': 42.8}, {'contradiction': 50.0, 'neutral': 36.1, 'entailment': 13.9}, {'contradiction': 74.6, 'neutral': 10.2, 'entailment': 15.1}, {'contradiction': 75.3, 'neutral': 18.5, 'entailment': 6.2}, {'contradiction': 95.8, 'neutral': 3.5, 'entailment': 0.6}, {'contradiction': 79.3, 'neutral': 20.5, 'entailment': 0.2}, {'contradiction': 18.2, 'neutral': 35.1, 'entailment': 46.6}, {'contradiction': 46.6, 'neutral': 31.7, 'entailment': 21.8}, {'contradiction': 68.9, 'neutral': 23.6, 'entailment': 7.5}, {'contradiction': 82.1, 'neutral': 14.4, 'entailment': 3.5}, {'contradiction': 10.5, 'neutral': 88.7, 'entailment': 0.9}, {'contradiction': 55.8, 'neutral': 22.8, 'entailment': 21.4}, {'contradiction': 94.3, 'neutral': 4.3, 'entailment': 1.4}, {'contradiction': 41.7, 'neutral': 20.7, 'entailment': 37.6}, {'contradiction': 77.1, 'neutral': 17.0, 'entailment': 5.9}]"
730,366,NIce dodge sir. So are female rates equivalent to male rates? Even close? crickets Or will that happen when women become EQUAL? Are you admitting that women are not  treated equally in our society? Your hypothesis is falling apart.,0.5,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 5.2, 'neutral': 43.2, 'entailment': 51.6}, {'contradiction': 51.7, 'neutral': 40.1, 'entailment': 8.2}, {'contradiction': 52.0, 'neutral': 35.0, 'entailment': 13.0}, {'contradiction': 10.8, 'neutral': 83.4, 'entailment': 5.9}, {'contradiction': 88.9, 'neutral': 8.3, 'entailment': 2.8}, {'contradiction': 84.8, 'neutral': 14.9, 'entailment': 0.3}, {'contradiction': 33.9, 'neutral': 49.7, 'entailment': 16.4}, {'contradiction': 48.5, 'neutral': 20.8, 'entailment': 30.7}, {'contradiction': 62.3, 'neutral': 18.8, 'entailment': 18.9}, {'contradiction': 74.3, 'neutral': 23.7, 'entailment': 2.0}, {'contradiction': 4.7, 'neutral': 93.8, 'entailment': 1.5}, {'contradiction': 95.1, 'neutral': 4.5, 'entailment': 0.3}, {'contradiction': 81.0, 'neutral': 17.8, 'entailment': 1.2}, {'contradiction': 89.9, 'neutral': 6.3, 'entailment': 3.8}, {'contradiction': 57.9, 'neutral': 38.1, 'entailment': 4.0}]"
731,367,How clever of Kenney.  He hates gays and so he found a way to put them back into the closet.  Brilliant indeed.,0.644736842,neutral,,none,,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral']","[{'contradiction': 4.8, 'neutral': 48.2, 'entailment': 47.0}, {'contradiction': 40.0, 'neutral': 48.4, 'entailment': 11.7}, {'contradiction': 72.2, 'neutral': 16.4, 'entailment': 11.4}, {'contradiction': 20.0, 'neutral': 40.2, 'entailment': 39.7}, {'contradiction': 43.0, 'neutral': 51.2, 'entailment': 5.8}, {'contradiction': 53.6, 'neutral': 46.1, 'entailment': 0.4}, {'contradiction': 2.5, 'neutral': 43.4, 'entailment': 54.1}, {'contradiction': 54.5, 'neutral': 38.9, 'entailment': 6.7}, {'contradiction': 55.4, 'neutral': 32.4, 'entailment': 12.2}, {'contradiction': 91.3, 'neutral': 7.8, 'entailment': 0.9}, {'contradiction': 14.1, 'neutral': 84.3, 'entailment': 1.6}, {'contradiction': 14.6, 'neutral': 59.1, 'entailment': 26.3}, {'contradiction': 23.3, 'neutral': 39.6, 'entailment': 37.1}, {'contradiction': 40.2, 'neutral': 24.4, 'entailment': 35.4}, {'contradiction': 31.3, 'neutral': 48.4, 'entailment': 20.3}]"
732,368,This article sounds Painfully Black if you ask me,0.833333333,neutral,,none,,"['entailment', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']","[{'contradiction': 3.4, 'neutral': 41.8, 'entailment': 54.8}, {'contradiction': 7.2, 'neutral': 55.4, 'entailment': 37.5}, {'contradiction': 12.6, 'neutral': 64.7, 'entailment': 22.7}, {'contradiction': 5.2, 'neutral': 83.8, 'entailment': 11.0}, {'contradiction': 50.1, 'neutral': 49.4, 'entailment': 0.5}, {'contradiction': 9.8, 'neutral': 90.0, 'entailment': 0.1}, {'contradiction': 4.9, 'neutral': 70.2, 'entailment': 24.9}, {'contradiction': 20.7, 'neutral': 51.2, 'entailment': 28.2}, {'contradiction': 28.3, 'neutral': 38.3, 'entailment': 33.4}, {'contradiction': 48.5, 'neutral': 45.8, 'entailment': 5.7}, {'contradiction': 2.5, 'neutral': 96.0, 'entailment': 1.6}, {'contradiction': 70.1, 'neutral': 28.4, 'entailment': 1.4}, {'contradiction': 33.2, 'neutral': 65.5, 'entailment': 1.2}, {'contradiction': 63.4, 'neutral': 32.4, 'entailment': 4.2}, {'contradiction': 16.9, 'neutral': 49.0, 'entailment': 34.1}]"
733,369,What else is there to say than black lives matter?,0.6,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 1.6, 'neutral': 31.9, 'entailment': 66.5}, {'contradiction': 51.0, 'neutral': 44.3, 'entailment': 4.7}, {'contradiction': 98.0, 'neutral': 1.5, 'entailment': 0.4}, {'contradiction': 66.8, 'neutral': 29.9, 'entailment': 3.3}, {'contradiction': 99.9, 'neutral': 0.1, 'entailment': 0.0}, {'contradiction': 97.7, 'neutral': 2.3, 'entailment': 0.0}, {'contradiction': 2.7, 'neutral': 48.7, 'entailment': 48.5}, {'contradiction': 82.9, 'neutral': 13.3, 'entailment': 3.9}, {'contradiction': 87.1, 'neutral': 7.5, 'entailment': 5.4}, {'contradiction': 85.1, 'neutral': 14.3, 'entailment': 0.6}, {'contradiction': 5.0, 'neutral': 93.4, 'entailment': 1.7}, {'contradiction': 99.2, 'neutral': 0.7, 'entailment': 0.1}, {'contradiction': 99.3, 'neutral': 0.6, 'entailment': 0.1}, {'contradiction': 98.4, 'neutral': 1.3, 'entailment': 0.3}, {'contradiction': 50.3, 'neutral': 39.8, 'entailment': 9.9}]"
734,370,Gay people are a minority in our society and therefore wield little power. They are susceptible to the whims of the majority.,0.608108108,neutral,,none,,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 7.4, 'neutral': 72.1, 'entailment': 20.5}, {'contradiction': 84.7, 'neutral': 12.7, 'entailment': 2.6}, {'contradiction': 31.5, 'neutral': 52.4, 'entailment': 16.1}, {'contradiction': 38.2, 'neutral': 52.7, 'entailment': 9.1}, {'contradiction': 89.9, 'neutral': 9.7, 'entailment': 0.5}, {'contradiction': 37.9, 'neutral': 61.6, 'entailment': 0.5}, {'contradiction': 13.7, 'neutral': 50.7, 'entailment': 35.6}, {'contradiction': 40.4, 'neutral': 45.1, 'entailment': 14.5}, {'contradiction': 54.7, 'neutral': 26.9, 'entailment': 18.4}, {'contradiction': 88.5, 'neutral': 11.1, 'entailment': 0.4}, {'contradiction': 71.8, 'neutral': 26.5, 'entailment': 1.7}, {'contradiction': 69.0, 'neutral': 28.2, 'entailment': 2.8}, {'contradiction': 80.7, 'neutral': 18.2, 'entailment': 1.0}, {'contradiction': 77.5, 'neutral': 10.8, 'entailment': 11.7}, {'contradiction': 84.6, 'neutral': 13.3, 'entailment': 2.1}]"
735,371,You mean you dont like him because hes gay? Why cant you just say it?  light in the loafers? Are you heavy in your boots?,0.8,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment', 'contradiction']","[{'contradiction': 11.2, 'neutral': 52.0, 'entailment': 36.9}, {'contradiction': 72.3, 'neutral': 17.6, 'entailment': 10.2}, {'contradiction': 45.9, 'neutral': 18.2, 'entailment': 35.9}, {'contradiction': 81.0, 'neutral': 10.1, 'entailment': 8.9}, {'contradiction': 97.0, 'neutral': 2.5, 'entailment': 0.5}, {'contradiction': 81.8, 'neutral': 17.7, 'entailment': 0.5}, {'contradiction': 18.3, 'neutral': 52.4, 'entailment': 29.4}, {'contradiction': 38.4, 'neutral': 30.6, 'entailment': 30.9}, {'contradiction': 88.2, 'neutral': 7.7, 'entailment': 4.2}, {'contradiction': 49.9, 'neutral': 42.3, 'entailment': 7.8}, {'contradiction': 26.8, 'neutral': 70.5, 'entailment': 2.7}, {'contradiction': 76.5, 'neutral': 17.6, 'entailment': 6.0}, {'contradiction': 80.5, 'neutral': 16.8, 'entailment': 2.7}, {'contradiction': 34.9, 'neutral': 18.4, 'entailment': 46.8}, {'contradiction': 39.8, 'neutral': 36.2, 'entailment': 24.0}]"
736,372,AChord you are INSANE Government isnt shoving Islam down your throat. Get back on your meds and stop embarrassing yourself.,0.285714286,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 5.8, 'neutral': 37.4, 'entailment': 56.8}, {'contradiction': 41.7, 'neutral': 26.7, 'entailment': 31.7}, {'contradiction': 50.2, 'neutral': 20.9, 'entailment': 28.9}, {'contradiction': 67.4, 'neutral': 25.2, 'entailment': 7.4}, {'contradiction': 30.1, 'neutral': 37.9, 'entailment': 32.0}, {'contradiction': 19.3, 'neutral': 72.7, 'entailment': 7.9}, {'contradiction': 7.1, 'neutral': 33.6, 'entailment': 59.2}, {'contradiction': 36.6, 'neutral': 36.5, 'entailment': 26.9}, {'contradiction': 86.6, 'neutral': 6.0, 'entailment': 7.4}, {'contradiction': 56.3, 'neutral': 23.1, 'entailment': 20.7}, {'contradiction': 10.4, 'neutral': 86.2, 'entailment': 3.4}, {'contradiction': 87.3, 'neutral': 7.7, 'entailment': 5.0}, {'contradiction': 37.7, 'neutral': 15.9, 'entailment': 46.3}, {'contradiction': 66.5, 'neutral': 9.8, 'entailment': 23.7}, {'contradiction': 35.3, 'neutral': 27.4, 'entailment': 37.3}]"
737,373,The comments on that page are so ridiculously racial and bias that even ASD school administrators showed their horrible real selves.  Believe that I read everything everyone wrote and like some of the others Ill be sending an email to the school district because I wouldnt want someone teaching my child that all black people are animals that should eradicate themselves. Kate Pharr should be ashamed of herself.,0.5375,neutral,,none,,"['neutral', 'neutral', 'entailment', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 7.2, 'neutral': 67.7, 'entailment': 25.1}, {'contradiction': 32.0, 'neutral': 51.0, 'entailment': 17.0}, {'contradiction': 0.6, 'neutral': 3.7, 'entailment': 95.8}, {'contradiction': 10.8, 'neutral': 67.9, 'entailment': 21.3}, {'contradiction': 25.1, 'neutral': 67.1, 'entailment': 7.7}, {'contradiction': 24.1, 'neutral': 74.9, 'entailment': 1.0}, {'contradiction': 7.2, 'neutral': 50.9, 'entailment': 41.9}, {'contradiction': 28.1, 'neutral': 49.5, 'entailment': 22.4}, {'contradiction': 55.2, 'neutral': 15.2, 'entailment': 29.6}, {'contradiction': 71.7, 'neutral': 23.9, 'entailment': 4.3}, {'contradiction': 16.1, 'neutral': 74.7, 'entailment': 9.2}, {'contradiction': 51.5, 'neutral': 22.1, 'entailment': 26.5}, {'contradiction': 2.2, 'neutral': 39.4, 'entailment': 58.4}, {'contradiction': 70.2, 'neutral': 14.5, 'entailment': 15.3}, {'contradiction': 2.4, 'neutral': 8.1, 'entailment': 89.5}]"
738,374,Weve got a Muslim for a president who hates cowboys hates cowgirls hates fishing hates farming loves gays and we hate him Ole Hank  I dont believe that you dont understand.,0.539473684,neutral,,none,,"['entailment', 'entailment', 'entailment', 'entailment', 'contradiction', 'neutral', 'entailment', 'neutral', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment', 'entailment']","[{'contradiction': 2.5, 'neutral': 31.1, 'entailment': 66.4}, {'contradiction': 9.3, 'neutral': 41.9, 'entailment': 48.8}, {'contradiction': 8.8, 'neutral': 15.7, 'entailment': 75.5}, {'contradiction': 3.8, 'neutral': 37.8, 'entailment': 58.4}, {'contradiction': 55.5, 'neutral': 44.1, 'entailment': 0.4}, {'contradiction': 24.9, 'neutral': 74.4, 'entailment': 0.7}, {'contradiction': 2.4, 'neutral': 32.2, 'entailment': 65.5}, {'contradiction': 43.2, 'neutral': 48.3, 'entailment': 8.5}, {'contradiction': 24.1, 'neutral': 12.0, 'entailment': 63.9}, {'contradiction': 65.1, 'neutral': 29.9, 'entailment': 4.9}, {'contradiction': 5.7, 'neutral': 90.0, 'entailment': 4.4}, {'contradiction': 43.8, 'neutral': 39.2, 'entailment': 17.0}, {'contradiction': 72.3, 'neutral': 23.2, 'entailment': 4.5}, {'contradiction': 42.2, 'neutral': 12.6, 'entailment': 45.2}, {'contradiction': 2.1, 'neutral': 10.0, 'entailment': 87.9}]"
739,375,Call me crazy but Im going to say new negroes if people ask me what that New Negroes show is titled.,0.759608665,neutral,,none,,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 7.8, 'neutral': 70.1, 'entailment': 22.2}, {'contradiction': 20.8, 'neutral': 73.0, 'entailment': 6.2}, {'contradiction': 81.7, 'neutral': 14.2, 'entailment': 4.1}, {'contradiction': 38.7, 'neutral': 52.8, 'entailment': 8.5}, {'contradiction': 99.0, 'neutral': 1.0, 'entailment': 0.1}, {'contradiction': 87.3, 'neutral': 12.6, 'entailment': 0.1}, {'contradiction': 18.7, 'neutral': 68.6, 'entailment': 12.8}, {'contradiction': 68.9, 'neutral': 21.3, 'entailment': 9.7}, {'contradiction': 24.6, 'neutral': 17.0, 'entailment': 58.4}, {'contradiction': 49.7, 'neutral': 38.5, 'entailment': 11.8}, {'contradiction': 8.3, 'neutral': 90.0, 'entailment': 1.7}, {'contradiction': 96.6, 'neutral': 2.7, 'entailment': 0.7}, {'contradiction': 96.7, 'neutral': 3.0, 'entailment': 0.3}, {'contradiction': 98.5, 'neutral': 1.0, 'entailment': 0.5}, {'contradiction': 6.9, 'neutral': 29.4, 'entailment': 63.7}]"
