comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
Fred Phelps was a closet gay. People who are that antigay often turn out to be gay themselves. A nutter at the very least.,0.8,bias,gays,lgbtq,prejudice against gays,entailment,"[-1.3287547826766968, 0.8240854144096375, 0.0774659812450409]"
White bigots?  I bet your white and hate your own skin and color  American Progressives are the only people on the planet that act that way,0.65,neutral,,none,,contradiction,"[4.781832695007324, -2.9412782192230225, -1.6403940916061401]"
John basically your claim is that Catholics are homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions:  youre intolerant youre a heterophobe.  If the shoe fits wear it.,0.515151515,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.3836711645126343, 0.055586520582437515, 1.0000451803207397]"
Due to lack of Muslims Hawaii is not so dangerous YET.,0.824631861,bias,muslims,religion,prejudice against muslims,neutral,"[-1.138350486755371, -0.9961996674537659, 1.697683572769165]"
Construction sites are the perfect place for an ICE party.  Now is the time to cutoff welfare to all low end scum and put them to work.  Time to get blacks to work and off handouts.,0.59375,bias,blacks,race,prejudice against blacks,neutral,"[-1.101229190826416, -0.1897737681865692, 0.935221791267395]"
So all Muslims are not terrorists then? What an eye opener,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-0.436283141374588, -0.8112402558326721, 0.9281805157661438]"
Isnt it clear? The Institutional Roman Catholic church wants to rid itself of gay people.  I dont know why gay people their friends families and coworkers choose to remain in what is an abusive relationship.,0.5,bias,"christians,gays","religion,lgbtq",prejudice against christians and towards gays,neutral,"[-1.3636213541030884, -0.7387349605560303, 1.6635915040969849]"
um ... gay dudes would never go for that.,0.533333333,bias,gays,lgbtq,prejudice against gays,neutral,"[-2.2435710430145264, -0.23840925097465515, 2.082003116607666]"
While those loser Puerto Ricans and Crucians bust our budget. Bigly.,0.575757576,neutral,,none,,contradiction,"[2.334240198135376, -2.2597885131835938, -0.14095991849899292]"
The folks that elected Trump care much more about being white than being Americans. The GOP is just a white identity party in the 21st century. They dont want equality they want superiority and they want it given to them for free like back in the 1950s. Fortunately they are the only demographic in America that is dying younger. They love their drugs alcohol and guns in rural America.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.0183079242706299, -0.9140434861183167, 1.4337718486785889]"
The Muslims generally welcome Jews by either slitting their throats or hanging them in the town square. Other than that they have falafel in common.,0.6875,bias,muslims,religion,prejudice against muslims,contradiction,"[0.4137893319129944, -1.0386559963226318, 0.3992535471916199]"
Stupid white man. Ya I am old as dirt  white and hungry.,0.85483871,bias,whites,race,prejudice against whites,neutral,"[-2.1266238689422607, -0.490297794342041, 2.1777231693267822]"
White people commit lower rates of violent crime than blacks or hispanics. Not sure what youre getting at here.,0.62962963,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-0.7878923416137695, -0.7714018225669861, 1.1941046714782715]"
the supremacist hashtag whitegenocide  Say what you want about the word choice but whites not wishing to be displaced in their own countries is not white supremacist. That is common sense selfpreservation.,0.8,neutral,,none,,contradiction,"[0.6142575740814209, -0.6715000867843628, -0.017383217811584473]"
Good.  The less niggers at the white house the better.,0.947030498,bias,blacks,race,prejudice against blacks,neutral,"[-1.3491528034210205, 0.053115855902433395, 0.8778755068778992]"
The Jewhating thug speaketh.,0.6,neutral,,none,,contradiction,"[4.97031307220459, -2.6628596782684326, -2.1341090202331543]"
Another gayhating selfrighteous Christian extremist child molester. Yep.. hell win. Hes a perfect representation of the current Republican party.,0.6,neutral,,none,,contradiction,"[4.751957893371582, -2.9523556232452393, -1.5861937999725342]"
Wiliki seriously are you allergic to the truth?     The Bible clearly says homosexuality is an abomination.,0.6625,bias,christians,religion,prejudice against christians,neutral,"[-2.261169910430908, 0.18753281235694885, 1.6866320371627808]"
Justin could take 12 million illegals Mexicans and others and take all the Muslims in the USA which is 10  million. This would be great Public relations for Canada. Remember Canada is back,0.6,bias,muslims,religion,prejudice against muslims,contradiction,"[1.1342706680297852, -2.2284622192382812, 0.7223143577575684]"
Jojeja2 Standing up against illegals like you is not racist you jacka. Get a life you illegal its you whom spews racism against blacks Asians whites and others Heres a video of you and your La Raza family promoting to kill whitey...  URL _Q?t121,0.567567568,neutral,,none,,contradiction,"[2.300719976425171, -1.915737271308899, -0.4930250346660614]"
I can see why.  Russians arent dumb they can see what fRANCIS thinks of Chinese Catholics.,0.274193548,neutral,,none,,contradiction,"[2.6043455600738525, -2.420940399169922, -0.23470650613307953]"
Muslim immigrants most of which want to spread Shira Law across the entire globe and who dont intend or never will assimilate should never be allowed into any sovereign nation....there is too much to lose in every respect.  As to our country no where in out Constitution does it say that we are honor bound to to take in all refugees from anywhere much less the Trojan Horse that is the refugee population from Syria.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4183646440505981, -0.17572756111621857, 1.19169282913208]"
The Chinese made fools of themselves again...showing that theyre petty thieves and even worse liars.,0.614285714,bias,chinese,race,prejudice against chinese,neutral,"[-1.0365447998046875, -0.4784961938858032, 1.133785367012024]"
Good idea  provided of course that this conversation includes all racism including antiwhite racism on the part of blacks.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-2.493709087371826, 2.040048599243164, -0.18881699442863464]"
This article will fall on deaf ears. The liberal media is complicit in under reporting the opposite namely black racism against whites.,0.7,bias,"liberal,blacks,whites","political,race","prejudice against liberals,blacks and whites",entailment,"[-1.3263753652572632, 0.5720963478088379, 0.40784719586372375]"
The Gay sex going on in the Mens room is even worse than the drug use and the homeless using them as a place to wash up.,0.7125,bias,gays,lgbtq,prejudice towards gays,neutral,"[-0.8330665230751038, -0.5533740520477295, 1.0798426866531372]"
It is time to close some mosques.  Let the community feel your anger.  Stop making excuses or allowances for Islam. It is not compatible with civilization. They say these losers are not true Muslims?  Then they wont mind if they are buried in a pig sty.,0.571428571,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4082913398742676, -0.10391484946012497, 1.0377177000045776]"
Do you tell whites to stop killing other whites?  Because thats who kills white folks.  If not why not?,0.525,bias,whites,race,prejudice against whites,neutral,"[-1.8931843042373657, 0.4540080726146698, 1.0482609272003174]"
He looks like one angry white doode....,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.4204668998718262, -0.6933850049972534, 1.7147022485733032]"
Muslims need culling they breed like mice and wont use birth control.,0.8125,bias,muslims,religion,prejudice against muslims,neutral,"[-1.478316068649292, -0.4287758469581604, 1.46349036693573]"
Islamic State planning attacks on innocent civilians in Britain: terrorism watchdog  Forget the political correctness the same is happening in France.  Like it or not this is a direct result of Muslim immigration.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-0.7249667644500732, -0.5102607607841492, 0.9024084210395813]"
Raised in Detroit. Lebanese and Chaldean classmates.  Jewish protestant and Muslim neighbors. I would love to live in a society where your bigotry is roundly condemned. Obviously you do not believe in hell or you would realise your seat awaits you there.,0.7,neutral,,none,,contradiction,"[2.574605941772461, -2.1095426082611084, -0.5130671262741089]"
In BC the trash is white.,0.5,neutral,,none,,neutral,"[0.032265834510326385, -1.226953148841858, 0.8208577632904053]"
More Chinese nonsense...,0.5,bias,chinese,race,prejudice against chinese,neutral,"[-1.832924246788025, -0.3518577516078949, 1.8130016326904297]"
And what about the gross entitlement of settlers who feel it is their right to claim ownership of Indigenous lands and resources without paying for it?  Where I come from thats called stealing.  Criminals steal. But apparently that doesnt apply if the theives are white and the people they are stealing from are brown...,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.4720045328140259, -1.120181679725647, 2.177889585494995]"
