,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
1998,Name a group that is worse than Nazis.,0.267605634,neutral,,none,,contradiction,"[4.131054401397705, -3.011333465576172, -0.9535285234451294]"
1208,Transgenderism and other politically correct stupidity will be the downfall of Western civilization.  Sorry if this offends the minority but most normal people are tired of this nonsense.,0.590163934,bias,transgenders,lgbtq,prejudice towards transgenders,neutral,"[-1.8831881284713745, 0.17224477231502533, 1.286131501197815]"
45,I believe all Indians should go back to their reserves. there is no need for them to have an education Indians never went to school before the white man came here. If all Indians were back on the reserve they could immerse themselves in their culture and be happy. Canadians will continue to carry them on our backs.,0.5,bias,"indians,whites",race,prejudice against whites and indians,neutral,"[-1.0808804035186768, -1.5584568977355957, 2.2349605560302734]"
873,Why has hatred of muslims been singled out for special treatment?  Hatred of Muslims is emphasized not singled out among all forms of racial and religious discrimination. Thats justifiable at the moment due to the event in Quebec City and the fact that hate crimes against Muslims in Canada have increased considerably over the last two years.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-0.5343338251113892, 0.48067402839660645, -0.2091418355703354]"
3482,...  Why arent the Congolese blowing stuff in Belgium? Why Muslims?  Why are Muslim blowing stuff in Germany? . Colonialism  the go to quick and ready response to the Elephant in the room.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.7676620483398438, 0.4424527883529663, 0.9875218868255615]"
1792,All religions are diseases but one religion is cancer.  This religion wants to subjugate not only the womenfolk but also followers of other religions.  Being soft on this religion is suicidal for the world.  In fact this belief system is political cult under the clothing of religion.,0.5,bias,atheists,religion,prejudice towards atheists,neutral,"[-1.179430365562439, -1.3321579694747925, 2.152803659439087]"
1440,Maybe America should issue a travel ban on white men given their proclivity for mass shootings?,0.8,bias,whites,race,prejudice against whites,neutral,"[-1.7903212308883667, 0.5026822686195374, 0.90903639793396]"
4243,Sources ? How about one you lackcommon sense .   Anyone who is so twisted they cant accept the way they were born cant be trusted to be in the same bathroom with young girls. Teachers and coaches have background checks .  To you  you say transgender is not synonymous with pedophilethey are kissing cousins.,0.9,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.7482004165649414, 0.2604856491088867, 1.0771043300628662]"
3805,I CAN HAMMER LIEING PIECES O SHT IN OTHER WORDS YOU AND YE GIMP BRIGADE ARE GETTING NOWHERE IN LIFEYOU AND YE FAKE MATES TOO BUSY SNIFFING UP ONE ANOTHERS ASS TO KNOW THE DIFF BETWEEN WINNING OR LOSINGYOU SEEN NOTHING YET FGGOT,0.25943647,neutral,,none,,contradiction,"[4.199749946594238, -2.5052506923675537, -1.4949039220809937]"
411,Another white hipster caught stealing. Haha  He was probably throwing a party for someone. Got the meat and now for the present.,0.5,bias,whites,race,prejudice against whites,neutral,"[-0.786971926689148, -0.9775927662849426, 1.3741527795791626]"
2041,And you are a lesbian.  woo hoo,0.514285714,bias,lesbians,lgbtq,prejudice against lesbians,neutral,"[-0.1225818395614624, -1.7080281972885132, 1.433122158050537]"
994,I can see why.  Russians arent dumb they can see what fRANCIS thinks of Chinese Catholics.,0.274193548,neutral,,none,,contradiction,"[2.6043455600738525, -2.420940399169922, -0.23470650613307953]"
3739,A big part of the problem is that liberals view these men or boys as victims not criminals. That was obvious when Obama repeatedly blamed the police in all the confrontations involving black men.,0.6,bias,"liberals,blacks,men","political,race,gender","prejudice against liberals,blacks and men",neutral,"[-0.6230388283729553, -0.2665986716747284, 0.6548057794570923]"
1092,Seems nothing is racist if it is against whites.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.11972532421350479, 0.2338530272245407, -0.36423224210739136]"
3806,and where did the father go? Im willing to bet he flew the koop like many black men in his situation,0.6,bias,"blacks,men","race,gender",prejudice against black men,neutral,"[-0.6891835331916809, -0.8857402801513672, 1.197231650352478]"
2599,WOW another white racist hmmm,0.644736842,bias,whites,race,prejudice against whites,neutral,"[-1.9349193572998047, 0.32543858885765076, 1.2115697860717773]"
3625,Sorry xoxo but civilians were not the target of those attacks.   Manufacturing was the target and the civilians in the area were warned long before the bombs were dropped.  On the other hand civilians are always the target of Muslim extremists.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.7600972056388855, -1.38760244846344, 1.671285629272461]"
4135,What group currently has the most number of AIDS cases? Heterosexuals. Which group has the least? Lesbians. I know you have been told this so you cant plead ignorance.,0.6,bias,"heterosexuals,lesbians",lgbtq,prejudice towards lesbians,neutral,"[-0.48318859934806824, -1.0882152318954468, 1.15653657913208]"
3495,Trannies are disgusting degenerates and perversion of nature. Mmmm just thinking how angry this makes you is so nice.,0.851511879,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.0119047164916992, -0.06771235167980194, 0.741354763507843]"
3652,Kind of thick Chuck. The word faggot has long been used as a homophobic slur. Thats why Pillar used it. Just because youre apparently not aware of this use doesnt mean its not intended that way. And your gay friends use of it has absolutely nothing to do with what Pillar meant when he said it. Think of blacks and their free use of then word within their own culture.,0.7,neutral,,none,,contradiction,"[3.6714677810668945, -2.8015658855438232, -0.7776410579681396]"
1303,My condolences to his family.  He was a brave soldier and a true hero willing to give all to fight the Islamic fundamentalists who want to take over the world and impose Islam and Sharia Law and cleanse the world of all infidels.  According to recent news reports there are a number of  former US soldiers and others fighting with the Kurds and others opposed to these Islamic sociopaths.,1.0,bias,muslims,religion,prejudice against muslims,neutral,"[-0.37505364418029785, -1.2597019672393799, 1.2271738052368164]"
3888,You left out all the blacks killing other blacks.  I dont see them protesting the over 3000 blacks shot by other blacks in Chicago this year.,0.575,bias,blacks,race,prejudice against blacks,neutral,"[-1.8780782222747803, -0.4341687560081482, 1.9018235206604004]"
3686,Trudeau claims to be a Catholic and wants apology from the Pope. Why he doesnt want apology from Muslims that kill innocent Christians who refuse to convert to islam. Hundrends of Christians every day girls are raped and killed because they refuse to convert. It is all on youtube. Why he doesnt want apology for that??????,0.537313433,bias,muslims,religion,prejudice against muslims,neutral,"[-2.0228819847106934, -0.37172290682792664, 1.982308030128479]"
2123,I guess race is irrelevant when a black cops shoots a white woman. Mohammed is the real victim here is what well be reading tomorrow.,0.597222222,bias,muslims,religion,prejudice against muslims,neutral,"[-1.1171848773956299, -0.6511655449867249, 1.3785847425460815]"
2025,not only that but any Catholic who is brainwashed enough to believe that the Evangelicals will treat them well when they get some power is totally deficient in gray matter upstairs. they hate Catholics as much do gays and Muslim. they may hide it better these days buy it is still there and wont be going anywhere a long time yet.,0.7,neutral,,none,,contradiction,"[3.4243412017822266, -2.9401495456695557, -0.4007611870765686]"
2271,Oh I know a lot of gays.  In fact several are dead from AIDS.,0.528571429,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.9574018716812134, -0.8401705026626587, 1.4845322370529175]"
4270,stallion security guard companies is killing blacks especially youths in school uniform in johannesburg and this man  was a majority shareholder.when this was brought to his attention he disinvested and never asked the police minister to investigate.they are partners with these antiblack ompanies.,0.6,neutral,,none,,contradiction,"[3.1119883060455322, -2.376448392868042, -0.6606279015541077]"
3969,What the bleep is with this crap?  Were celebrating a culture that enslaves women beats them if they show any skin and marries them off at 9 years old?  Get your heads out of your asses Globe,0.285714286,neutral,,none,,contradiction,"[3.877454996109009, -2.550732135772705, -1.1728074550628662]"
1959,I dont disagree but unfortunately once you try to use religion as a club to shame others with you become the poster child for what is wrong with many so called religious folks in this country.  Not all and not even a majority but enough that it gives those who are religious and polite a bad name just by association.  Im not Christian and I cant tell you how many times I have been prodded by so called religious folks about how I will be going to hell if I dont embrace Jesus.  I generally just ignore those fools kind of like how I ignore the idiots with the bullhorns screaming about how you must repent.  For the life of me I cant figure out how a message of repent or burn in hell is a compelling message to get converts especially if the message is screamed at me through a bullhorn.,0.5,neutral,,none,,contradiction,"[2.8197410106658936, -2.7535200119018555, -0.18793979287147522]"
