,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
4173,The typical delusion of the stupid and blind ideologues of the Trump mentality. Without government spending nothing in this nation would be functioning. You believe you are some Aryan super being devoid of any responsibility for any part of society except your own selfish interests. The NaziFascistWhite Supremacist ideology devoid of any humanity or conscience. Crawl back into your bunker you evil bastard.,0.28125,neutral,,none,,contradiction,"[3.6318395137786865, -0.3261852562427521, -2.846194267272949]"
3274,It proves that again Christian and Muslim come from the same root they basically act in the same way when getting angry.,0.6,bias,christians,religion,prejudice against christians,contradiction,"[2.4194836616516113, 0.4607726037502289, -2.199812889099121]"
2712,Anyone with half a brain doesnt want to hear your putrid blathering not just black people.,0.569230769,neutral,,none,,contradiction,"[5.168210506439209, -1.7670624256134033, -3.3652985095977783]"
226,No doubt this crowd of pious Christian hypocrites will attend church services today. If the preacher preaches a sermon on Jesus words about That which you do unto the least of my brethren you also do unto Me. they will come with sharpened lances to inflicting more wounds on is body as it hangs on the cross. Decent Americans should recoil in anger at the actions of this bunch of Pharisees.,0.6,bias,christians,religion,prejudice against christians,entailment,"[-0.8012208342552185, 1.089261770248413, 0.07101855427026749]"
944,After Hillary wins this sort of nonsense wont be tolerated. Those arrogant white men will go to jail or maybe to one of the FEMA work and reeducation camps.,0.529411765,bias,whites,race,prejudice against whites,entailment,"[-0.5886266231536865, 1.163293719291687, 0.19789595901966095]"
2139,At least they did not shoot him......oh ..yes he is white.,0.5,bias,whites,race,prejudice towards whites,entailment,"[-0.09596513211727142, 2.462343215942383, -1.5069620609283447]"
1462,hey ignorant one there is NO SUCH THING as transgendered... no phenomenon ITS A MENTAL CONDITION  and it is clearly not science,0.528571429,bias,transgenders,lgbtq,prejudice against transgenders,entailment,"[-1.759911060333252, 2.194413661956787, 0.7340934872627258]"
2174,Even in life we noMuslims have no peace with in the incessant demands from Muslims.   If you find Canada so unpleasant then the sensible solution is to ....  Do the Chinese want their own cemetery? Why are Muslims so unique.,0.5,bias,"chinese,muslims","race,religion",prejudice against chinese and muslims,entailment,"[-0.35177916288375854, 1.1285027265548706, -0.028235377743840218]"
313,Its not their land. So nothing to take from them. In the late 1940s the stupid Arabs went to war with the Jews and lost badly ending up with little or nothing. The stupid Arabs should have taken the UNs offer of a Palestinian state next to a Jewish state. Boy were they dumb and still are. I guess they learned it from their Arab masters who represented them at the time.,0.629032258,bias,arabs,race,prejudice against arabs,entailment,"[-0.2894493043422699, 1.8505752086639404, -0.2888053357601166]"
888,Thank you for acknowledging that Muslims are the problem.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[0.6144211888313293, 0.7632156014442444, -0.6423529982566833]"
3559,But boy those black guys can they ever run and play basketball...,0.5,bias,blacks,race,prejudice against blacks,contradiction,"[2.379133701324463, 0.42123132944107056, -2.4596776962280273]"
2831,If a black student made a joke about a holocaust victim or something jewish no one would be commenting here  that student would be gone.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.9142051339149475, 1.2984222173690796, -0.2070315182209015]"
3574,run your rants past a wife boyfriend cousin software soiled sock puppet islamic cleric rabbi etc etc whatever before you waste our time reading that garbage sir or madam....,0.253333333,neutral,,none,,contradiction,"[5.554529666900635, -2.3297953605651855, -3.129882574081421]"
4189,The tide is turning with every immigrant and refugee who comes here .Muslims  Asians Chinese Africans  will soon enough be the majority. They have no sense of responsibility to be in perpetual guilt to natives who when given every advantage humanly possible to better themselves voluntarily live in squalor  and  actually evade practical education.   Natives will be begging for white man to protect them.,0.8,bias,"muslims,asians,chinese,africans","religion,race",prejudice against religion and races,entailment,"[0.3175927400588989, 0.8511756062507629, -0.9000805020332336]"
947,Oh yeah tell us all about it.  You sure love the constitution laws and rights if you are white.   Please follow them or proceed to jail. Thanks. Except when your name is alt white Arpacio.,0.5,bias,whites,race,prejudice towards whites,contradiction,"[1.214515209197998, 0.9117503762245178, -1.5926520824432373]"
3155,Slavery killed a lot more Africans than Nazism did Jews.  How did you calculate this?,0.5,bias,"africans,jews","race,religion",prejudice towards africans and jews,entailment,"[-1.588064193725586, 2.64994478225708, -0.16443857550621033]"
1557,Whos we?  The USA is a racist regime that only invades nonwhite countries.,0.546875,bias,americans,race,prejudice against americans,neutral,"[-1.9362523555755615, 1.207593321800232, 1.6901757717132568]"
2086,Yes because Gibbons knew that Pillar was going to be quick pitched and strike out and that he would be angry and then would call the pitcher a faggot because he knows so well that Pillar does this all the time in the locker room and the dugout. Go away. What a pithy comment. This has nothing to do with Gibbons.,0.5,neutral,,none,,contradiction,"[5.340169906616211, -1.9834775924682617, -3.150735855102539]"
363,Show me any Imam that says homosexuals women and Atheists are equal to Muslim men...and Ill show you an Imam with a Fatwa on him...,0.8,bias,"muslims,homosexuals,women,atheists","religion,lgbtq,gender","prejudice against muslims,homosexuals,women,atheists",contradiction,"[1.3484172821044922, -0.11345825344324112, -0.7661482691764832]"
3572,He should get himself a Japanese concubine There are for sale.,0.5,bias,japanese,race,prejudice towards japanese,entailment,"[1.562558889389038, 1.8975077867507935, -2.376237154006958]"
13,Are you talking about that white guy who ran over people and killed a woman with his car? The one that the Chump doesnt know is a terrorist? Why dont you do him a favor and send him your dictionary.,0.289473684,neutral,,none,,contradiction,"[5.014185428619385, -1.477988600730896, -3.419523239135742]"
4259,Not even Muslims want Muslims in their country.  Why should we?  They are all  as President Trump would say  losers.,0.621212121,bias,muslims,religion,prejudice against muslims,entailment,"[-1.452368974685669, 1.2636247873306274, 1.2113497257232666]"
1614,And we have todays WINNAH for the most idiotic post of the day  Quite an accomplishment in that we have at least two Bambibrained white animal rights weeblewobbles proclaiming their maudlin stupidity on this thread.  Tell you what RRresearch the term apples and oranges and get back to us...,0.272727273,neutral,,none,,contradiction,"[4.645658493041992, -1.1082961559295654, -3.4199609756469727]"
2983,You are another who reads the gospel as saying Love your neighbor as yourself unless your neighbor is gay. That neighbor you shpuld loathe and reject.,0.535211268,bias,gays,lgbtq,prejudice against gays,entailment,"[-2.045276403427124, 1.7163405418395996, 1.1354355812072754]"
3533,Xenophobia?   Were not afraid of the Chinese we are not afraid of the Japanese were not afraid of the Romanians were not afraid of the Pomeranians were not afraid of the Irish English German or Africans. Were afraid of fundamentalist Muslims.,0.5,bias,"chinese,muslims","race,religion",prejudice against chinese and muslims,neutral,"[0.36693286895751953, -0.8335565328598022, 0.616058349609375]"
573,That applies to black drug dealers who shoot each other  too.,0.5,bias,blacks,race,prejudice against blacks,entailment,"[-0.3767761290073395, 1.5329214334487915, -0.6765831112861633]"
2704,I wonder what would happen if someone started a whites only tournament...,0.285714286,neutral,,none,,contradiction,"[4.99085807800293, -1.3062361478805542, -3.2076475620269775]"
2571,White marchers this?  White marchers that.   Reuters calls Nazis white supremacists xenophobes bigoted racists and white nationalists  ...white marchers?,0.6125,bias,whites,race,prejudice against whitess,entailment,"[-1.738971471786499, 1.0539722442626953, 0.9920817017555237]"
1020,No Trump or anyone elses agenda just facts. Accept the truth. If this attacker is not Muslim then thats a rarity. This is from a UK publication:  Security has been tightened at railway stations and airports because of Islamist threats to target transport hubs.  A French security report revealed by local media this weekend warned that jihadists may try to attack or derail trains.  Acid and corrosive products are increasingly being used as weapons in European countries including Britain. There were more than 450 acid attacks in London last year.,0.833333333,bias,muslims,religion,prejudice against muslims,entailment,"[0.29599809646606445, 1.2634072303771973, -1.0416958332061768]"
